Model:    gemma3:4b
  [967/1500] B07 → 7  EV=6.30
  [968/1500] B08 → 1  EV=1.04
  [969/1500] B09 → 7  EV=6.92
  [970/1500] B10 → 1  EV=1.20
  [971/1500] B11 → 7  EV=7.00
  [972/1500] B12 → 7  EV=5.93
  [973/1500] B13 → 7  EV=6.79
  [974/1500] B14 → 7  EV=6.67
  [975/1500] B15 → 7  EV=5.10
  [976/1500] B16 → 7  EV=6.83
  [977/1500] B17 → 7  EV=6.61
  [978/1500] B18 → 1  EV=1.99
  [979/1500] B19 → 1  EV=1.84
  [980/1500] B20 → 7  EV=6.58
  [981/1500] B21 → 7  EV=3.97
  [982/1500] B22 → 7  EV=6.85
  [983/1500] B23 → 1  EV=1.02
  [984/1500] B24 → 1  EV=2.46
  [985/1500] B25 → 7  EV=6.92
  [986/1500] B26 → 7  EV=6.07
  [987/1500] B27 → 7  EV=6.47
  [988/1500] B28 → 1  EV=1.39
  [989/1500] B29 → 7  EV=6.40
  [990/1500] B30 → 7  EV=6.80
  [991/1500] B01 → 1  EV=2.35
  [992/1500] B02 → 1  EV=2.20
  [993/1500] B03 → 1  EV=2.41
  [994/1500] B04 → 1  EV=2.99
  [995/1500] B05 → 1  EV=3.31
  [996/1500] B06 → 1  EV=1.32
  [997/1500] B07 → 1  EV=1.25
  [998/1500] B08 → 1  EV=1.01
  [999/1500] B09 → 1  EV=1.04
  [1000/1500] B10 → 2  EV=2.78

  Checkpoint: 1000/1500 (1.3 prompts/sec)

  [1001/1500] B11 → 7  EV=5.19
  [1002/1500] B12 → 4  EV=3.80
  [1003/1500] B13 → 3  EV=3.44
  [1004/1500] B14 → 1  EV=3.47
  [1005/1500] B15 → 1  EV=1.94
  [1006/1500] B16 → 3  EV=3.70
  [1007/1500] B17 → 1  EV=3.17
  [1008/1500] B18 → 2  EV=3.01
  [1009/1500] B19 → 1  EV=2.16
  [1010/1500] B20 → 1  EV=3.49
  [1011/1500] B21 → 2  EV=2.57
  [1012/1500] B22 → 7  EV=5.20
  [1013/1500] B23 → 1  EV=3.03
  [1014/1500] B24 → 1  EV=1.01
  [1015/1500] B25 → 1  EV=1.82
  [1016/1500] B26 → 1  EV=2.52
  [1017/1500] B27 → 1  EV=1.73
  [1018/1500] B28 → 2  EV=2.20
  [1019/1500] B29 → 1  EV=1.77
  [1020/1500] B30 → 2  EV=2.97
  [1021/1500] B01 → 1  EV=1.83
  [1022/1500] B02 → 1  EV=2.29
  [1023/1500] B03 → 1  EV=1.08
  [1024/1500] B04 → 1  EV=1.16
  [1025/1500] B05 → 1  EV=2.88
  [1026/1500] B06 → 1  EV=1.97
  [1027/1500] B07 → 1  EV=1.73
  [1028/1500] B08 → 1  EV=1.69
  [1029/1500] B09 → 1  EV=2.10
  [1030/1500] B10 → 2  EV=3.62
  [1031/1500] B11 → 7  EV=6.35
  [1032/1500] B12 → 4  EV=3.75
  [1033/1500] B13 → 3  EV=3.61
  [1034/1500] B14 → 1  EV=3.72
  [1035/1500] B15 → 1  EV=2.30
  [1036/1500] B16 → 7  EV=4.32
  [1037/1500] B17 → 1  EV=3.23
  [1038/1500] B18 → 2  EV=3.15
  [1039/1500] B19 → 1  EV=1.18
  [1040/1500] B20 → 1  EV=2.91
  [1041/1500] B21 → 3  EV=3.20
  [1042/1500] B22 → 1  EV=2.88
  [1043/1500] B23 → 1  EV=1.19
  [1044/1500] B24 → 1  EV=1.01
  [1045/1500] B25 → 1  EV=1.09
  [1046/1500] B26 → 7  EV=4.67
  [1047/1500] B27 → 1  EV=1.71
  [1048/1500] B28 → 1  EV=1.04
  [1049/1500] B29 → 1  EV=1.08
  [1050/1500] B30 → 7  EV=3.70
  [1051/1500] B01 → 2  EV=2.21
  [1052/1500] B02 → 1  EV=1.51
  [1053/1500] B03 → 1  EV=1.02
  [1054/1500] B04 → 1  EV=1.56
  [1055/1500] B05 → 1  EV=1.08
  [1056/1500] B06 → 1  EV=1.46
  [1057/1500] B07 → 1  EV=2.98
  [1058/1500] B08 → 1  EV=1.01
  [1059/1500] B09 → 1  EV=1.32
  [1060/1500] B10 → 1  EV=1.71
  [1061/1500] B11 → 1  EV=2.25
  [1062/1500] B12 → 1  EV=2.61
  [1063/1500] B13 → 3  EV=3.49
  [1064/1500] B14 → 7  EV=4.65
  [1065/1500] B15 → 1  EV=2.83
  [1066/1500] B16 → 1  EV=2.82
  [1067/1500] B17 → 1  EV=3.36
  [1068/1500] B18 → 1  EV=2.45
  [1069/1500] B19 → 1  EV=1.39
  [1070/1500] B20 → 1  EV=3.03
  [1071/1500] B21 → 2  EV=2.54
  [1072/1500] B22 → 7  EV=4.35
  [1073/1500] B23 → 1  EV=1.00
  [1074/1500] B24 → 1  EV=1.12
  [1075/1500] B25 → 1  EV=2.48
  [1076/1500] B26 → 1  EV=3.21
  [1077/1500] B27 → 1  EV=2.16
  [1078/1500] B28 → 2  EV=2.35
  [1079/1500] B29 → 1  EV=1.58
  [1080/1500] B30 → 1  EV=1.97
  [1081/1500] B01 → 2  EV=3.19
  [1082/1500] B02 → 7  EV=4.16
  [1083/1500] B03 → 7  EV=4.20
  [1084/1500] B04 → 7  EV=3.83
  [1085/1500] B05 → 7  EV=4.50
  [1086/1500] B06 → 7  EV=6.65
  [1087/1500] B07 → 1  EV=2.26
  [1088/1500] B08 → 1  EV=1.79
  [1089/1500] B09 → 7  EV=6.06
  [1090/1500] B10 → 1  EV=2.91
  [1091/1500] B11 → 1  EV=2.62
  [1092/1500] B12 → 7  EV=5.27
  [1093/1500] B13 → 2  EV=4.14
  [1094/1500] B14 → 7  EV=6.12
  [1095/1500] B15 → 7  EV=5.86
  [1096/1500] B16 → 7  EV=4.89
  [1097/1500] B17 → 7  EV=4.74
  [1098/1500] B18 → 5  EV=4.53
  [1099/1500] B19 → 1  EV=1.63
  [1100/1500] B20 → 7  EV=5.16

  Checkpoint: 1100/1500 (1.3 prompts/sec)

  [1101/1500] B21 → 2  EV=3.16
  [1102/1500] B22 → 7  EV=6.56
  [1103/1500] B23 → 1  EV=1.25
  [1104/1500] B24 → 7  EV=4.37
  [1105/1500] B25 → 1  EV=3.28
  [1106/1500] B26 → 7  EV=6.20
  [1107/1500] B27 → 7  EV=5.21
  [1108/1500] B28 → 7  EV=4.98
  [1109/1500] B29 → 7  EV=4.19
  [1110/1500] B30 → 1  EV=1.94
  [1111/1500] B01 → 1  EV=1.95
  [1112/1500] B02 → 1  EV=1.46
  [1113/1500] B03 → 1  EV=2.20
  [1114/1500] B04 → 1  EV=1.20
  [1115/1500] B05 → 1  EV=3.47
  [1116/1500] B06 → 1  EV=2.86
  [1117/1500] B07 → 1  EV=1.39
  [1118/1500] B08 → 1  EV=2.65
  [1119/1500] B09 → 7  EV=5.67
  [1120/1500] B10 → 1  EV=2.57
  [1121/1500] B11 → 7  EV=6.89
  [1122/1500] B12 → 5  EV=4.08
  [1123/1500] B13 → 5  EV=4.93
  [1124/1500] B14 → 1  EV=3.27
  [1125/1500] B15 → 1  EV=3.89
  [1126/1500] B16 → 7  EV=4.62
  [1127/1500] B17 → 7  EV=4.52
  [1128/1500] B18 → 5  EV=4.99
  [1129/1500] B19 → 1  EV=2.63
  [1130/1500] B20 → 1  EV=2.55
  [1131/1500] B21 → 1  EV=2.25
  [1132/1500] B22 → 1  EV=3.87
  [1133/1500] B23 → 1  EV=2.66
  [1134/1500] B24 → 1  EV=1.58
  [1135/1500] B25 → 1  EV=1.56
  [1136/1500] B26 → 7  EV=4.99
  [1137/1500] B27 → 7  EV=5.03
  [1138/1500] B28 → 1  EV=1.95
  [1139/1500] B29 → 1  EV=2.46
  [1140/1500] B30 → 1  EV=1.34
  [1141/1500] B01 → 1  EV=1.34
  [1142/1500] B02 → 1  EV=1.13
  [1143/1500] B03 → 1  EV=1.01
  [1144/1500] B04 → 1  EV=2.18
  [1145/1500] B05 → 7  EV=5.02
  [1146/1500] B06 → 7  EV=6.16
  [1147/1500] B07 → 7  EV=4.08
  [1148/1500] B08 → 1  EV=1.25
  [1149/1500] B09 → 1  EV=2.21
  [1150/1500] B10 → 1  EV=2.71
  [1151/1500] B11 → 7  EV=7.00
  [1152/1500] B12 → 1  EV=3.47
  [1153/1500] B13 → 7  EV=4.31
  [1154/1500] B14 → 7  EV=5.29
  [1155/1500] B15 → 7  EV=4.18
  [1156/1500] B16 → 7  EV=6.08
  [1157/1500] B17 → 7  EV=5.33
  [1158/1500] B18 → 7  EV=4.57
  [1159/1500] B19 → 1  EV=1.19
  [1160/1500] B20 → 7  EV=5.14
  [1161/1500] B21 → 1  EV=2.19
  [1162/1500] B22 → 7  EV=6.94
  [1163/1500] B23 → 1  EV=1.05
  [1164/1500] B24 → 1  EV=1.35
  [1165/1500] B25 → 1  EV=1.76
  [1166/1500] B26 → 7  EV=6.75
  [1167/1500] B27 → 7  EV=6.12
  [1168/1500] B28 → 1  EV=3.82
  [1169/1500] B29 → 7  EV=4.56
  [1170/1500] B30 → 7  EV=5.18
  [1171/1500] B01 → 2  EV=2.43
  [1172/1500] B02 → 1  EV=2.17
  [1173/1500] B03 → 1  EV=1.22
  [1174/1500] B04 → 1  EV=1.32
  [1175/1500] B05 → 1  EV=1.55
  [1176/1500] B06 → 1  EV=1.27
  [1177/1500] B07 → 1  EV=1.49
  [1178/1500] B08 → 1  EV=3.14
  [1179/1500] B09 → 1  EV=1.18
  [1180/1500] B10 → 1  EV=1.26
  [1181/1500] B11 → 7  EV=5.76
  [1182/1500] B12 → 5  EV=4.38
  [1183/1500] B13 → 2  EV=3.22
  [1184/1500] B14 → 1  EV=3.80
  [1185/1500] B15 → 1  EV=2.37
  [1186/1500] B16 → 5  EV=4.63
  [1187/1500] B17 → 1  EV=3.61
  [1188/1500] B18 → 5  EV=3.40
  [1189/1500] B19 → 1  EV=1.90
  [1190/1500] B20 → 2  EV=3.52
  [1191/1500] B21 → 3  EV=3.28
  [1192/1500] B22 → 5  EV=4.77
  [1193/1500] B23 → 1  EV=2.57
  [1194/1500] B24 → 1  EV=1.55
  [1195/1500] B25 → 1  EV=1.77
  [1196/1500] B26 → 1  EV=3.11
  [1197/1500] B27 → 1  EV=3.05
  [1198/1500] B28 → 2  EV=2.89
  [1199/1500] B29 → 2  EV=2.43
  [1200/1500] B30 → 1  EV=1.05

  Checkpoint: 1200/1500 (1.3 prompts/sec)

  [1201/1500] B01 → 1  EV=2.78
  [1202/1500] B02 → 1  EV=3.29
  [1203/1500] B03 → 1  EV=1.12
  [1204/1500] B04 → 1  EV=2.28
  [1205/1500] B05 → 1  EV=1.27
  [1206/1500] B06 → 1  EV=3.82
  [1207/1500] B07 → 1  EV=3.27
  [1208/1500] B08 → 1  EV=1.03
  [1209/1500] B09 → 1  EV=2.00
  [1210/1500] B10 → 1  EV=1.73
  [1211/1500] B11 → 1  EV=3.25
  [1212/1500] B12 → 7  EV=5.78
  [1213/1500] B13 → 1  EV=3.32
  [1214/1500] B14 → 7  EV=6.12
  [1215/1500] B15 → 1  EV=3.54
  [1216/1500] B16 → 7  EV=4.54
  [1217/1500] B17 → 7  EV=4.34
  [1218/1500] B18 → 7  EV=4.51
  [1219/1500] B19 → 1  EV=1.47
  [1220/1500] B20 → 7  EV=4.87
  [1221/1500] B21 → 1  EV=2.96
  [1222/1500] B22 → 7  EV=6.47
  [1223/1500] B23 → 7  EV=5.62
  [1224/1500] B24 → 1  EV=1.12
  [1225/1500] B25 → 1  EV=1.54
  [1226/1500] B26 → 7  EV=5.17
  [1227/1500] B27 → 1  EV=3.17
  [1228/1500] B28 → 1  EV=1.22
  [1229/1500] B29 → 1  EV=1.76
  [1230/1500] B30 → 1  EV=1.10
  [1231/1500] B01 → 1  EV=1.35
  [1232/1500] B02 → 1  EV=1.33
  [1233/1500] B03 → 1  EV=1.05
  [1234/1500] B04 → 1  EV=2.60
  [1235/1500] B05 → 1  EV=3.89
  [1236/1500] B06 → 7  EV=5.02
  [1237/1500] B07 → 1  EV=1.12
  [1238/1500] B08 → 1  EV=1.56
  [1239/1500] B09 → 7  EV=4.99
  [1240/1500] B10 → 1  EV=1.53
  [1241/1500] B11 → 1  EV=2.43
  [1242/1500] B12 → 7  EV=5.18
  [1243/1500] B13 → 1  EV=3.07
  [1244/1500] B14 → 1  EV=2.31
  [1245/1500] B15 → 1  EV=2.65
  [1246/1500] B16 → 1  EV=3.11
  [1247/1500] B17 → 1  EV=2.31
  [1248/1500] B18 → 5  EV=4.71
  [1249/1500] B19 → 1  EV=1.16
  [1250/1500] B20 → 7  EV=4.85
  [1251/1500] B21 → 1  EV=2.47
  [1252/1500] B22 → 2  EV=3.69
  [1253/1500] B23 → 1  EV=1.01
  [1254/1500] B24 → 1  EV=1.58
  [1255/1500] B25 → 1  EV=1.98
  [1256/1500] B26 → 7  EV=4.96
  [1257/1500] B27 → 1  EV=1.13
  [1258/1500] B28 → 1  EV=1.35
  [1259/1500] B29 → 1  EV=2.64
  [1260/1500] B30 → 1  EV=2.37
  [1261/1500] B01 → 1  EV=1.86
  [1262/1500] B02 → 7  EV=6.14
  [1263/1500] B03 → 1  EV=1.26
  [1264/1500] B04 → 7  EV=4.24
  [1265/1500] B05 → 1  EV=3.62
  [1266/1500] B06 → 7  EV=5.15
  [1267/1500] B07 → 7  EV=4.43
  [1268/1500] B08 → 1  EV=1.03
  [1269/1500] B09 → 1  EV=3.23
  [1270/1500] B10 → 7  EV=5.52
  [1271/1500] B11 → 7  EV=5.91
  [1272/1500] B12 → 1  EV=3.08
  [1273/1500] B13 → 7  EV=6.14
  [1274/1500] B14 → 1  EV=2.25
  [1275/1500] B15 → 7  EV=4.55
  [1276/1500] B16 → 7  EV=4.27
  [1277/1500] B17 → 1  EV=3.26
  [1278/1500] B18 → 1  EV=1.92
  [1279/1500] B19 → 1  EV=1.50
  [1280/1500] B20 → 1  EV=2.72
  [1281/1500] B21 → 1  EV=3.25
  [1282/1500] B22 → 1  EV=3.71
  [1283/1500] B23 → 1  EV=2.80
  [1284/1500] B24 → 1  EV=3.39
  [1285/1500] B25 → 7  EV=5.87
  [1286/1500] B26 → 7  EV=5.35
  [1287/1500] B27 → 7  EV=6.33
  [1288/1500] B28 → 7  EV=5.28
  [1289/1500] B29 → 1  EV=1.62
  [1290/1500] B30 → 7  EV=4.45
  [1291/1500] B01 → 1  EV=3.02
  [1292/1500] B02 → 1  EV=1.17
  [1293/1500] B03 → 1  EV=1.00
  [1294/1500] B04 → 1  EV=2.27
  [1295/1500] B05 → 1  EV=3.47
  [1296/1500] B06 → 1  EV=3.10
  [1297/1500] B07 → 1  EV=2.73
  [1298/1500] B08 → 1  EV=1.33
  [1299/1500] B09 → 7  EV=4.51
  [1300/1500] B10 → 1  EV=2.65

  Checkpoint: 1300/1500 (1.3 prompts/sec)

  [1301/1500] B11 → 1  EV=2.12
  [1302/1500] B12 → 1  EV=2.77
  [1303/1500] B13 → 2  EV=3.57
  [1304/1500] B14 → 7  EV=4.01
  [1305/1500] B15 → 7  EV=6.89
  [1306/1500] B16 → 7  EV=4.55
  [1307/1500] B17 → 1  EV=3.76
  [1308/1500] B18 → 1  EV=1.54
  [1309/1500] B19 → 1  EV=1.35
  [1310/1500] B20 → 7  EV=5.24
  [1311/1500] B21 → 1  EV=1.31
  [1312/1500] B22 → 7  EV=6.60
  [1313/1500] B23 → 1  EV=1.03
  [1314/1500] B24 → 1  EV=1.05
  [1315/1500] B25 → 1  EV=2.94
  [1316/1500] B26 → 7  EV=6.13
  [1317/1500] B27 → 7  EV=4.87
  [1318/1500] B28 → 1  EV=1.50
  [1319/1500] B29 → 1  EV=1.74
  [1320/1500] B30 → 1  EV=1.21
  [1321/1500] B01 → 1  EV=3.72
  [1322/1500] B02 → 1  EV=3.78
  [1323/1500] B03 → 1  EV=1.03
  [1324/1500] B04 → 1  EV=1.51
  [1325/1500] B05 → 1  EV=2.83
  [1326/1500] B06 → 1  EV=3.11
  [1327/1500] B07 → 1  EV=3.58
  [1328/1500] B08 → 1  EV=1.01
  [1329/1500] B09 → 1  EV=1.70
  [1330/1500] B10 → 7  EV=5.79
  [1331/1500] B11 → 7  EV=6.98
  [1332/1500] B12 → 1  EV=3.50
  [1333/1500] B13 → 5  EV=5.02
  [1334/1500] B14 → 7  EV=4.37
  [1335/1500] B15 → 7  EV=4.88
  [1336/1500] B16 → 1  EV=2.51
  [1337/1500] B17 → 1  EV=2.51
  [1338/1500] B18 → 7  EV=6.29
  [1339/1500] B19 → 1  EV=1.26
  [1340/1500] B20 → 7  EV=4.12
  [1341/1500] B21 → 1  EV=2.68
  [1342/1500] B22 → 7  EV=6.57
  [1343/1500] B23 → 1  EV=1.25
  [1344/1500] B24 → 1  EV=1.02
  [1345/1500] B25 → 1  EV=1.95
  [1346/1500] B26 → 7  EV=4.87
  [1347/1500] B27 → 1  EV=2.29
  [1348/1500] B28 → 1  EV=1.25
  [1349/1500] B29 → 1  EV=1.23
  [1350/1500] B30 → 1  EV=2.02
  [1351/1500] B01 → 1  EV=1.75
  [1352/1500] B02 → 1  EV=1.58
  [1353/1500] B03 → 1  EV=1.10
  [1354/1500] B04 → 1  EV=1.97
  [1355/1500] B05 → 1  EV=1.95
  [1356/1500] B06 → 7  EV=4.85
  [1357/1500] B07 → 1  EV=3.91
  [1358/1500] B08 → 1  EV=3.16
  [1359/1500] B09 → 1  EV=3.61
  [1360/1500] B10 → 1  EV=1.36
  [1361/1500] B11 → 1  EV=1.94
  [1362/1500] B12 → 1  EV=1.85
  [1363/1500] B13 → 1  EV=3.58
  [1364/1500] B14 → 7  EV=6.17
  [1365/1500] B15 → 1  EV=3.39
  [1366/1500] B16 → 7  EV=5.37
  [1367/1500] B17 → 7  EV=5.43
  [1368/1500] B18 → 1  EV=2.21
  [1369/1500] B19 → 1  EV=1.40
  [1370/1500] B20 → 7  EV=5.70
  [1371/1500] B21 → 1  EV=2.55
  [1372/1500] B22 → 7  EV=6.91
  [1373/1500] B23 → 1  EV=1.18
  [1374/1500] B24 → 1  EV=1.20
  [1375/1500] B25 → 1  EV=2.64
  [1376/1500] B26 → 7  EV=6.06
  [1377/1500] B27 → 7  EV=4.44
  [1378/1500] B28 → 1  EV=2.20
  [1379/1500] B29 → 1  EV=1.23
  [1380/1500] B30 → 1  EV=3.23
  [1381/1500] B01 → 1  EV=1.18
  [1382/1500] B02 → 1  EV=2.29
  [1383/1500] B03 → 1  EV=1.05
  [1384/1500] B04 → 1  EV=1.40
  [1385/1500] B05 → 1  EV=2.06
  [1386/1500] B06 → 1  EV=2.84
  [1387/1500] B07 → 1  EV=1.45
  [1388/1500] B08 → 1  EV=2.13
  [1389/1500] B09 → 1  EV=2.75
  [1390/1500] B10 → 2  EV=2.67
  [1391/1500] B11 → 7  EV=6.97
  [1392/1500] B12 → 7  EV=4.27
  [1393/1500] B13 → 5  EV=4.73
  [1394/1500] B14 → 1  EV=1.17
  [1395/1500] B15 → 1  EV=2.03
  [1396/1500] B16 → 7  EV=4.46
  [1397/1500] B17 → 7  EV=6.01
  [1398/1500] B18 → 1  EV=1.93
  [1399/1500] B19 → 1  EV=1.05
  [1400/1500] B20 → 7  EV=4.08

  Checkpoint: 1400/1500 (1.3 prompts/sec)

  [1401/1500] B21 → 3  EV=2.96
  [1402/1500] B22 → 2  EV=3.90
  [1403/1500] B23 → 7  EV=6.17
  [1404/1500] B24 → 1  EV=1.00
  [1405/1500] B25 → 1  EV=1.97
  [1406/1500] B26 → 1  EV=3.22
  [1407/1500] B27 → 7  EV=4.91
  [1408/1500] B28 → 1  EV=1.59
  [1409/1500] B29 → 1  EV=1.06
  [1410/1500] B30 → 1  EV=1.06
  [1411/1500] B01 → 1  EV=3.01
  [1412/1500] B02 → 7  EV=6.97
  [1413/1500] B03 → 1  EV=2.62
  [1414/1500] B04 → 7  EV=6.35
  [1415/1500] B05 → 7  EV=4.82
  [1416/1500] B06 → 7  EV=6.40
  [1417/1500] B07 → 1  EV=3.26
  [1418/1500] B08 → 1  EV=1.04
  [1419/1500] B09 → 7  EV=6.93
  [1420/1500] B10 → 1  EV=2.70
  [1421/1500] B11 → 7  EV=6.86
  [1422/1500] B12 → 7  EV=5.12
  [1423/1500] B13 → 7  EV=6.86
  [1424/1500] B14 → 7  EV=5.42
  [1425/1500] B15 → 7  EV=6.86
  [1426/1500] B16 → 7  EV=5.42
  [1427/1500] B17 → 7  EV=5.75
  [1428/1500] B18 → 7  EV=5.01
  [1429/1500] B19 → 1  EV=1.94
  [1430/1500] B20 → 7  EV=4.06
  [1431/1500] B21 → 7  EV=3.84
  [1432/1500] B22 → 7  EV=6.94
  [1433/1500] B23 → 1  EV=3.62
  [1434/1500] B24 → 1  EV=1.38
  [1435/1500] B25 → 1  EV=1.30
  [1436/1500] B26 → 7  EV=5.02
  [1437/1500] B27 → 7  EV=4.67
  [1438/1500] B28 → 1  EV=1.65
  [1439/1500] B29 → 2  EV=3.47
  [1440/1500] B30 → 7  EV=5.15
  [1441/1500] B01 → 1  EV=1.23
  [1442/1500] B02 → 1  EV=2.16
  [1443/1500] B03 → 1  EV=1.03
  [1444/1500] B04 → 1  EV=1.05
  [1445/1500] B05 → 1  EV=3.92
  [1446/1500] B06 → 1  EV=3.63
  [1447/1500] B07 → 1  EV=1.75
  [1448/1500] B08 → 1  EV=1.00
  [1449/1500] B09 → 1  EV=2.59
  [1450/1500] B10 → 1  EV=1.02
  [1451/1500] B11 → 1  EV=1.10
  [1452/1500] B12 → 7  EV=4.77
  [1453/1500] B13 → 3  EV=3.46
  [1454/1500] B14 → 2  EV=3.28
  [1455/1500] B15 → 7  EV=5.37
  [1456/1500] B16 → 7  EV=5.13
  [1457/1500] B17 → 1  EV=3.28
  [1458/1500] B18 → 1  EV=1.67
  [1459/1500] B19 → 1  EV=1.35
  [1460/1500] B20 → 7  EV=4.03
  [1461/1500] B21 → 2  EV=2.22
  [1462/1500] B22 → 7  EV=6.02
  [1463/1500] B23 → 7  EV=6.39
  [1464/1500] B24 → 1  EV=1.15
  [1465/1500] B25 → 1  EV=1.52
  [1466/1500] B26 → 7  EV=5.96
  [1467/1500] B27 → 1  EV=2.11
  [1468/1500] B28 → 1  EV=2.17
  [1469/1500] B29 → 1  EV=2.17
  [1470/1500] B30 → 7  EV=3.78
  [1471/1500] B01 → 1  EV=1.43
  [1472/1500] B02 → 1  EV=3.63
  [1473/1500] B03 → 1  EV=1.02
  [1474/1500] B04 → 1  EV=3.37
  [1475/1500] B05 → 7  EV=6.60
  [1476/1500] B06 → 7  EV=5.07
  [1477/1500] B07 → 1  EV=2.03
  [1478/1500] B08 → 1  EV=2.11
  [1479/1500] B09 → 7  EV=6.86
  [1480/1500] B10 → 7  EV=3.81
  [1481/1500] B11 → 7  EV=7.00
  [1482/1500] B12 → 7  EV=4.02
  [1483/1500] B13 → 1  EV=3.03
  [1484/1500] B14 → 7  EV=6.58
  [1485/1500] B15 → 7  EV=6.86
  [1486/1500] B16 → 7  EV=6.15
  [1487/1500] B17 → 7  EV=6.49
  [1488/1500] B18 → 1  EV=1.13
  [1489/1500] B19 → 1  EV=1.02
  [1490/1500] B20 → 7  EV=4.67
  [1491/1500] B21 → 7  EV=4.19
  [1492/1500] B22 → 7  EV=6.99
  [1493/1500] B23 → 1  EV=3.45
  [1494/1500] B24 → 1  EV=3.64
  [1495/1500] B25 → 1  EV=1.23
  [1496/1500] B26 → 7  EV=6.50
  [1497/1500] B27 → 7  EV=6.28
  [1498/1500] B28 → 1  EV=1.57
  [1499/1500] B29 → 7  EV=4.47
  [1500/1500] B30 → 1  EV=3.34

  Checkpoint: 1500/1500 (1.3 prompts/sec)


============================================================
Valid responses: 1500/1500
Mean EV: 3.30 (4.0 = no preference)
Mean entropy: 0.855 / 1.946

Trait preferences (mean endorsement, >4 = high trait):
  A: 4.14 (n=600)
  C: 4.00 (n=600)
  E: 3.51 (n=600)
  N: 4.33 (n=600)
  O: 4.02 (n=600)

Completed 1500 new prompts in 1117s (1.3/sec)
Results saved to results/qwen2.5-3b_gfc30_synthetic-fakegood.json
Model:    qwen2.5:3b
Pairs:    30 / 30
Personas: 1 (no persona)
Total:    30 prompts
Mode:     remote (Orin)

Connected to Orin server.

  [1/30] B01 → 1  EV=1.32
  [2/30] B02 → 2  EV=3.24
  [3/30] B03 → 1  EV=1.00
  [4/30] B04 → 1  EV=1.09
  [5/30] B05 → 7  EV=6.97
  [6/30] B06 → 1  EV=1.00
  [7/30] B07 → 7  EV=5.79
  [8/30] B08 → 1  EV=1.62
  [9/30] B09 → 1  EV=1.02
  [10/30] B10 → 1  EV=1.15
  [11/30] B11 → 1  EV=1.01
  [12/30] B12 → 1  EV=2.78
  [13/30] B13 → 3  EV=2.51
  [14/30] B14 → 1  EV=1.00
  [15/30] B15 → 2  EV=3.49
  [16/30] B16 → 7  EV=6.17
  [17/30] B17 → 2  EV=3.00
  [18/30] B18 → 3  EV=2.56
  [19/30] B19 → 1  EV=1.04
  [20/30] B20 → 2  EV=3.70
  [21/30] B21 → 2  EV=2.26
  [22/30] B22 → 7  EV=4.72
  [23/30] B23 → 7  EV=5.35
  [24/30] B24 → 1  EV=3.22
  [25/30] B25 → 3  EV=2.21
  [26/30] B26 → 2  EV=2.61
  [27/30] B27 → 7  EV=5.82
  [28/30] B28 → 2  EV=3.21
  [29/30] B29 → 2  EV=2.33
  [30/30] B30 → 7  EV=5.58

============================================================
Valid responses: 30/30
Mean EV: 2.96 (4.0 = no preference)
Mean entropy: 0.710 / 1.946

Trait preferences (mean endorsement, >4 = high trait):
  A: 4.66 (n=12)
  C: 3.52 (n=12)
  E: 3.18 (n=12)
  N: 4.86 (n=12)
  O: 3.78 (n=12)

Completed 30 new prompts in 22s (1.4/sec)
Results saved to results/qwen2.5-3b_gfc30_neutral-bare.json
Model:    qwen2.5:3b
Pairs:    30 / 30
Personas: 1 (no persona)
Total:    30 prompts
Mode:     remote (Orin)

Connected to Orin server.

  [1/30] B01 → 2  EV=1.87
  [2/30] B02 → 1  EV=1.00
  [3/30] B03 → 1  EV=1.00
  [4/30] B04 → 1  EV=1.00
  [5/30] B05 → 1  EV=1.89
  [6/30] B06 → 1  EV=1.01
  [7/30] B07 → 1  EV=1.01
  [8/30] B08 → 1  EV=1.31
  [9/30] B09 → 1  EV=1.02
  [10/30] B10 → 1  EV=1.00
  [11/30] B11 → 7  EV=6.99
  [12/30] B12 → 1  EV=2.17
  [13/30] B13 → 2  EV=3.76
  [14/30] B14 → 2  EV=3.29
  [15/30] B15 → 1  EV=1.15
  [16/30] B16 → 7  EV=6.94
  [17/30] B17 → 7  EV=6.19
  [18/30] B18 → 1  EV=1.68
  [19/30] B19 → 1  EV=2.04
  [20/30] B20 → 7  EV=4.95
  [21/30] B21 → 2  EV=4.14
  [22/30] B22 → 2  EV=4.53
  [23/30] B23 → 1  EV=1.00
  [24/30] B24 → 7  EV=5.24
  [25/30] B25 → 1  EV=1.00
  [26/30] B26 → 7  EV=4.27
  [27/30] B27 → 1  EV=1.00
  [28/30] B28 → 1  EV=1.00
  [29/30] B29 → 1  EV=1.25
  [30/30] B30 → 1  EV=1.00

============================================================
Valid responses: 30/30
Mean EV: 2.52 (4.0 = no preference)
Mean entropy: 0.461 / 1.946

Trait preferences (mean endorsement, >4 = high trait):
  A: 4.42 (n=12)
  C: 3.49 (n=12)
  E: 3.03 (n=12)
  N: 6.06 (n=12)
  O: 3.00 (n=12)

Completed 30 new prompts in 22s (1.4/sec)
Results saved to results/qwen2.5-3b_gfc30_neutral-respondent.json
Model:    phi4-mini
Pairs:    30 / 30
Personas: 50 (synthetic (instruments/synthetic_personas.json))
Total:    1500 prompts
Mode:     remote (Orin)

Connected to Orin server.

  [1/1500] B01 → 1  EV=2.65
