Model:    phi4-mini:latest
  [6719/12000] B29 → 4  EV=3.62
  [6720/12000] B30 → 3  EV=3.19
  [6721/12000] B01 → 6  EV=5.34
  [6722/12000] B02 → 1  EV=3.02
  [6723/12000] B03 → 3  EV=2.72
  [6724/12000] B04 → 6  EV=3.74
  [6725/12000] B05 → 3  EV=3.61
  [6726/12000] B06 → 1  EV=1.90
  [6727/12000] B07 → 4  EV=3.12
  [6728/12000] B08 → 3  EV=3.29
  [6729/12000] B09 → 3  EV=3.08
  [6730/12000] B10 → 6  EV=3.91
  [6731/12000] B11 → 1  EV=2.04
  [6732/12000] B12 → 1  EV=3.97
  [6733/12000] B13 → 6  EV=5.33
  [6734/12000] B14 → 3  EV=3.86
  [6735/12000] B15 → 3  EV=4.07
  [6736/12000] B16 → 3  EV=3.18
  [6737/12000] B17 → 6  EV=5.08
  [6738/12000] B18 → 1  EV=2.72
  [6739/12000] B19 → 1  EV=2.66
  [6740/12000] B20 → 3  EV=3.53
  [6741/12000] B21 → 6  EV=4.21
  [6742/12000] B22 → 6  EV=4.16
  [6743/12000] B23 → 1  EV=2.74
  [6744/12000] B24 → 1  EV=2.62
  [6745/12000] B25 → 1  EV=3.32
  [6746/12000] B26 → 1  EV=3.40
  [6747/12000] B27 → 3  EV=2.69
  [6748/12000] B28 → 3  EV=2.99
  [6749/12000] B29 → 1  EV=2.78
  [6750/12000] B30 → 6  EV=4.01
  [6751/12000] B01 → 1  EV=3.25
  [6752/12000] B02 → 1  EV=3.57
  [6753/12000] B03 → 1  EV=1.90
  [6754/12000] B04 → 6  EV=4.01
  [6755/12000] B05 → 1  EV=1.70
  [6756/12000] B06 → 1  EV=1.85
  [6757/12000] B07 → 1  EV=2.86
  [6758/12000] B08 → 1  EV=2.21
  [6759/12000] B09 → 1  EV=3.06
  [6760/12000] B10 → 7  EV=5.92
  [6761/12000] B11 → 1  EV=3.34
  [6762/12000] B12 → 1  EV=2.69
  [6763/12000] B13 → 6  EV=5.60
  [6764/12000] B14 → 1  EV=1.77
  [6765/12000] B15 → 1  EV=3.05
  [6766/12000] B16 → 1  EV=2.26
  [6767/12000] B17 → 1  EV=3.28
  [6768/12000] B18 → 1  EV=2.10
  [6769/12000] B19 → 6  EV=4.44
  [6770/12000] B20 → 1  EV=1.97
  [6771/12000] B21 → 1  EV=1.98
  [6772/12000] B22 → 1  EV=2.44
  [6773/12000] B23 → 1  EV=3.44
  [6774/12000] B24 → 1  EV=3.30
  [6775/12000] B25 → 1  EV=3.28
  [6776/12000] B26 → 1  EV=2.49
  [6777/12000] B27 → 1  EV=2.97
  [6778/12000] B28 → 1  EV=3.17
  [6779/12000] B29 → 1  EV=2.75
  [6780/12000] B30 → 1  EV=2.54
  [6781/12000] B01 → 6  EV=4.40
  [6782/12000] B02 → 6  EV=6.15
  [6783/12000] B03 → 6  EV=5.39
  [6784/12000] B04 → 6  EV=5.41
  [6785/12000] B05 → 1  EV=3.38
  [6786/12000] B06 → 1  EV=1.08
  [6787/12000] B07 → 1  EV=2.85
  [6788/12000] B08 → 7  EV=4.42
  [6789/12000] B09 → 1  EV=3.29
  [6790/12000] B10 → 6  EV=6.10
  [6791/12000] B11 → 6  EV=4.05
  [6792/12000] B12 → 6  EV=6.04
  [6793/12000] B13 → 6  EV=5.17
  [6794/12000] B14 → 3  EV=3.84
  [6795/12000] B15 → 3  EV=3.26
  [6796/12000] B16 → 6  EV=3.96
  [6797/12000] B17 → 6  EV=4.05
  [6798/12000] B18 → 3  EV=3.51
  [6799/12000] B19 → 6  EV=4.25
  [6800/12000] B20 → 2  EV=3.66

  Checkpoint: 6800/12000 (1.1 prompts/sec)

  [6801/12000] B21 → 3  EV=3.13
  [6802/12000] B22 → 6  EV=5.60
  [6803/12000] B23 → 6  EV=4.85
  [6804/12000] B24 → 3  EV=2.86
  [6805/12000] B25 → 3  EV=3.12
  [6806/12000] B26 → 3  EV=2.90
  [6807/12000] B27 → 1  EV=2.83
  [6808/12000] B28 → 6  EV=3.75
  [6809/12000] B29 → 1  EV=3.02
  [6810/12000] B30 → 6  EV=4.95
  [6811/12000] B01 → 1  EV=2.81
  [6812/12000] B02 → 1  EV=2.05
  [6813/12000] B03 → 1  EV=1.93
  [6814/12000] B04 → 1  EV=2.58
  [6815/12000] B05 → 1  EV=2.55
  [6816/12000] B06 → 1  EV=2.81
  [6817/12000] B07 → 1  EV=2.90
  [6818/12000] B08 → 1  EV=2.77
  [6819/12000] B09 → 1  EV=3.60
  [6820/12000] B10 → 1  EV=3.28
  [6821/12000] B11 → 1  EV=3.00
  [6822/12000] B12 → 1  EV=3.37
  [6823/12000] B13 → 2  EV=2.62
  [6824/12000] B14 → 4  EV=4.48
  [6825/12000] B15 → 3  EV=3.62
  [6826/12000] B16 → 2  EV=3.06
  [6827/12000] B17 → 6  EV=4.08
  [6828/12000] B18 → 1  EV=2.25
  [6829/12000] B19 → 1  EV=2.66
  [6830/12000] B20 → 1  EV=2.70
  [6831/12000] B21 → 1  EV=2.55
  [6832/12000] B22 → 4  EV=3.33
  [6833/12000] B23 → 4  EV=3.65
  [6834/12000] B24 → 4  EV=3.60
  [6835/12000] B25 → 1  EV=3.51
  [6836/12000] B26 → 1  EV=3.20
  [6837/12000] B27 → 1  EV=3.28
  [6838/12000] B28 → 3  EV=3.01
  [6839/12000] B29 → 1  EV=3.44
  [6840/12000] B30 → 1  EV=2.92
  [6841/12000] B01 → 6  EV=5.30
  [6842/12000] B02 → 1  EV=3.40
  [6843/12000] B03 → 1  EV=2.52
  [6844/12000] B04 → 1  EV=3.63
  [6845/12000] B05 → 1  EV=1.74
  [6846/12000] B06 → 1  EV=1.45
  [6847/12000] B07 → 1  EV=2.20
  [6848/12000] B08 → 1  EV=3.17
  [6849/12000] B09 → 1  EV=2.66
  [6850/12000] B10 → 1  EV=3.38
  [6851/12000] B11 → 1  EV=2.01
  [6852/12000] B12 → 7  EV=4.77
  [6853/12000] B13 → 6  EV=4.39
  [6854/12000] B14 → 1  EV=2.37
  [6855/12000] B15 → 1  EV=3.08
  [6856/12000] B16 → 1  EV=2.42
  [6857/12000] B17 → 6  EV=4.00
  [6858/12000] B18 → 1  EV=3.01
  [6859/12000] B19 → 1  EV=2.47
  [6860/12000] B20 → 1  EV=1.99
  [6861/12000] B21 → 1  EV=3.87
  [6862/12000] B22 → 6  EV=4.16
  [6863/12000] B23 → 7  EV=4.29
  [6864/12000] B24 → 1  EV=2.51
  [6865/12000] B25 → 1  EV=2.53
  [6866/12000] B26 → 1  EV=2.54
  [6867/12000] B27 → 1  EV=2.71
  [6868/12000] B28 → 1  EV=2.40
  [6869/12000] B29 → 1  EV=1.83
  [6870/12000] B30 → 6  EV=4.29
  [6871/12000] B01 → 3  EV=3.59
  [6872/12000] B02 → 1  EV=3.08
  [6873/12000] B03 → 3  EV=2.47
  [6874/12000] B04 → 3  EV=2.66
  [6875/12000] B05 → 4  EV=2.97
  [6876/12000] B06 → 1  EV=2.97
  [6877/12000] B07 → 4  EV=3.18
  [6878/12000] B08 → 3  EV=2.86
  [6879/12000] B09 → 4  EV=3.80
  [6880/12000] B10 → 3  EV=3.29
  [6881/12000] B11 → 3  EV=3.78
  [6882/12000] B12 → 3  EV=3.17
  [6883/12000] B13 → 4  EV=3.85
  [6884/12000] B14 → 4  EV=3.95
  [6885/12000] B15 → 3  EV=3.60
  [6886/12000] B16 → 3  EV=3.19
  [6887/12000] B17 → 6  EV=4.28
  [6888/12000] B18 → 1  EV=2.55
  [6889/12000] B19 → 1  EV=2.77
  [6890/12000] B20 → 3  EV=2.92
  [6891/12000] B21 → 3  EV=2.97
  [6892/12000] B22 → 3  EV=3.11
  [6893/12000] B23 → 3  EV=2.77
  [6894/12000] B24 → 4  EV=3.96
  [6895/12000] B25 → 3  EV=3.79
  [6896/12000] B26 → 3  EV=3.84
  [6897/12000] B27 → 3  EV=3.47
  [6898/12000] B28 → 3  EV=3.52
  [6899/12000] B29 → 1  EV=3.33
  [6900/12000] B30 → 3  EV=2.94

  Checkpoint: 6900/12000 (1.0 prompts/sec)

  [6901/12000] B01 → 3  EV=3.08
  [6902/12000] B02 → 1  EV=2.53
  [6903/12000] B03 → 1  EV=2.09
  [6904/12000] B04 → 3  EV=2.42
  [6905/12000] B05 → 2  EV=2.87
  [6906/12000] B06 → 1  EV=2.62
  [6907/12000] B07 → 1  EV=2.55
  [6908/12000] B08 → 1  EV=2.51
  [6909/12000] B09 → 3  EV=3.32
  [6910/12000] B10 → 1  EV=3.37
  [6911/12000] B11 → 1  EV=2.52
  [6912/12000] B12 → 3  EV=3.21
  [6913/12000] B13 → 6  EV=4.74
  [6914/12000] B14 → 4  EV=3.70
  [6915/12000] B15 → 3  EV=3.37
  [6916/12000] B16 → 1  EV=2.30
  [6917/12000] B17 → 4  EV=3.99
  [6918/12000] B18 → 1  EV=2.04
  [6919/12000] B19 → 1  EV=2.02
  [6920/12000] B20 → 3  EV=3.20
  [6921/12000] B21 → 3  EV=3.08
  [6922/12000] B22 → 4  EV=3.22
  [6923/12000] B23 → 4  EV=3.69
  [6924/12000] B24 → 4  EV=3.38
  [6925/12000] B25 → 3  EV=2.62
  [6926/12000] B26 → 1  EV=2.70
  [6927/12000] B27 → 3  EV=3.08
  [6928/12000] B28 → 3  EV=2.70
  [6929/12000] B29 → 2  EV=2.91
  [6930/12000] B30 → 3  EV=2.69
  [6931/12000] B01 → 1  EV=3.23
  [6932/12000] B02 → 1  EV=1.62
  [6933/12000] B03 → 1  EV=2.07
  [6934/12000] B04 → 2  EV=2.56
  [6935/12000] B05 → 1  EV=2.36
  [6936/12000] B06 → 1  EV=1.47
  [6937/12000] B07 → 1  EV=2.17
  [6938/12000] B08 → 1  EV=2.62
  [6939/12000] B09 → 1  EV=3.02
  [6940/12000] B10 → 1  EV=2.54
  [6941/12000] B11 → 1  EV=3.36
  [6942/12000] B12 → 1  EV=2.89
  [6943/12000] B13 → 6  EV=5.40
  [6944/12000] B14 → 2  EV=3.66
  [6945/12000] B15 → 1  EV=2.68
  [6946/12000] B16 → 1  EV=3.25
  [6947/12000] B17 → 6  EV=4.11
  [6948/12000] B18 → 1  EV=1.73
  [6949/12000] B19 → 1  EV=2.02
  [6950/12000] B20 → 1  EV=3.78
  [6951/12000] B21 → 2  EV=3.28
  [6952/12000] B22 → 1  EV=3.22
  [6953/12000] B23 → 1  EV=3.41
  [6954/12000] B24 → 1  EV=2.45
  [6955/12000] B25 → 1  EV=2.54
  [6956/12000] B26 → 1  EV=2.41
  [6957/12000] B27 → 1  EV=2.88
  [6958/12000] B28 → 1  EV=2.88
  [6959/12000] B29 → 1  EV=2.39
  [6960/12000] B30 → 1  EV=2.53
  [6961/12000] B01 → 6  EV=6.03
  [6962/12000] B02 → 6  EV=5.18
  [6963/12000] B03 → 6  EV=4.65
  [6964/12000] B04 → 6  EV=5.43
  [6965/12000] B05 → 1  EV=2.70
  [6966/12000] B06 → 1  EV=1.21
  [6967/12000] B07 → 6  EV=4.23
  [6968/12000] B08 → 1  EV=3.61
  [6969/12000] B09 → 6  EV=3.90
  [6970/12000] B10 → 6  EV=4.61
  [6971/12000] B11 → 6  EV=4.37
  [6972/12000] B12 → 6  EV=4.75
  [6973/12000] B13 → 6  EV=5.65
  [6974/12000] B14 → 6  EV=4.39
  [6975/12000] B15 → 3  EV=3.67
  [6976/12000] B16 → 1  EV=3.19
  [6977/12000] B17 → 6  EV=4.44
  [6978/12000] B18 → 6  EV=4.40
  [6979/12000] B19 → 6  EV=4.34
  [6980/12000] B20 → 1  EV=2.93
  [6981/12000] B21 → 6  EV=4.49
  [6982/12000] B22 → 6  EV=5.85
  [6983/12000] B23 → 6  EV=5.37
  [6984/12000] B24 → 4  EV=3.86
  [6985/12000] B25 → 1  EV=2.72
  [6986/12000] B26 → 3  EV=3.44
  [6987/12000] B27 → 4  EV=3.29
  [6988/12000] B28 → 6  EV=4.44
  [6989/12000] B29 → 6  EV=5.52
  [6990/12000] B30 → 6  EV=5.16
  [6991/12000] B01 → 3  EV=3.01
  [6992/12000] B02 → 1  EV=3.21
  [6993/12000] B03 → 1  EV=1.77
  [6994/12000] B04 → 3  EV=2.53
  [6995/12000] B05 → 4  EV=3.51
  [6996/12000] B06 → 1  EV=1.64
  [6997/12000] B07 → 1  EV=3.50
  [6998/12000] B08 → 1  EV=2.50
  [6999/12000] B09 → 1  EV=2.94
  [7000/12000] B10 → 6  EV=4.32

  Checkpoint: 7000/12000 (1.0 prompts/sec)

  [7001/12000] B11 → 1  EV=3.27
  [7002/12000] B12 → 1  EV=3.20
  [7003/12000] B13 → 1  EV=2.33
  [7004/12000] B14 → 6  EV=5.00
  [7005/12000] B15 → 4  EV=3.22
  [7006/12000] B16 → 1  EV=2.41
  [7007/12000] B17 → 6  EV=4.80
  [7008/12000] B18 → 6  EV=4.00
  [7009/12000] B19 → 1  EV=2.34
  [7010/12000] B20 → 1  EV=2.37
  [7011/12000] B21 → 6  EV=4.12
  [7012/12000] B22 → 6  EV=3.92
  [7013/12000] B23 → 4  EV=2.72
  [7014/12000] B24 → 4  EV=3.60
  [7015/12000] B25 → 1  EV=2.52
  [7016/12000] B26 → 1  EV=2.91
  [7017/12000] B27 → 4  EV=3.74
  [7018/12000] B28 → 6  EV=3.97
  [7019/12000] B29 → 4  EV=3.90
  [7020/12000] B30 → 2  EV=2.45
  [7021/12000] B01 → 6  EV=4.63
  [7022/12000] B02 → 6  EV=4.32
  [7023/12000] B03 → 6  EV=4.41
  [7024/12000] B04 → 6  EV=5.44
  [7025/12000] B05 → 1  EV=3.35
  [7026/12000] B06 → 1  EV=1.40
  [7027/12000] B07 → 4  EV=4.00
  [7028/12000] B08 → 6  EV=4.35
  [7029/12000] B09 → 1  EV=3.58
  [7030/12000] B10 → 6  EV=6.02
  [7031/12000] B11 → 1  EV=1.62
  [7032/12000] B12 → 6  EV=4.53
  [7033/12000] B13 → 6  EV=5.03
  [7034/12000] B14 → 6  EV=5.29
  [7035/12000] B15 → 6  EV=3.72
  [7036/12000] B16 → 6  EV=3.83
  [7037/12000] B17 → 6  EV=4.37
  [7038/12000] B18 → 6  EV=3.75
  [7039/12000] B19 → 6  EV=4.61
  [7040/12000] B20 → 1  EV=1.94
  [7041/12000] B21 → 3  EV=3.86
  [7042/12000] B22 → 6  EV=5.68
  [7043/12000] B23 → 6  EV=5.03
  [7044/12000] B24 → 4  EV=3.34
  [7045/12000] B25 → 6  EV=3.53
  [7046/12000] B26 → 3  EV=3.32
  [7047/12000] B27 → 6  EV=3.75
  [7048/12000] B28 → 6  EV=4.08
  [7049/12000] B29 → 6  EV=5.48
  [7050/12000] B30 → 6  EV=5.47
  [7051/12000] B01 → 6  EV=5.71
  [7052/12000] B02 → 6  EV=4.72
  [7053/12000] B03 → 6  EV=4.68
  [7054/12000] B04 → 6  EV=5.37
  [7055/12000] B05 → 6  EV=3.70
  [7056/12000] B06 → 1  EV=1.71
  [7057/12000] B07 → 1  EV=3.23
  [7058/12000] B08 → 1  EV=3.84
  [7059/12000] B09 → 6  EV=3.78
  [7060/12000] B10 → 6  EV=6.08
  [7061/12000] B11 → 6  EV=4.23
  [7062/12000] B12 → 6  EV=5.69
  [7063/12000] B13 → 6  EV=5.47
  [7064/12000] B14 → 6  EV=5.08
  [7065/12000] B15 → 3  EV=3.46
  [7066/12000] B16 → 1  EV=2.58
  [7067/12000] B17 → 6  EV=4.86
  [7068/12000] B18 → 6  EV=4.39
  [7069/12000] B19 → 6  EV=4.52
  [7070/12000] B20 → 6  EV=4.20
  [7071/12000] B21 → 1  EV=3.36
  [7072/12000] B22 → 6  EV=4.58
  [7073/12000] B23 → 6  EV=4.46
  [7074/12000] B24 → 3  EV=3.67
  [7075/12000] B25 → 6  EV=3.59
  [7076/12000] B26 → 2  EV=3.31
  [7077/12000] B27 → 1  EV=3.00
  [7078/12000] B28 → 6  EV=4.52
  [7079/12000] B29 → 1  EV=3.17
  [7080/12000] B30 → 6  EV=4.48
  [7081/12000] B01 → 6  EV=4.55
  [7082/12000] B02 → 1  EV=3.95
  [7083/12000] B03 → 1  EV=2.48
  [7084/12000] B04 → 7  EV=5.38
  [7085/12000] B05 → 1  EV=2.25
  [7086/12000] B06 → 1  EV=1.73
  [7087/12000] B07 → 4  EV=3.39
  [7088/12000] B08 → 7  EV=4.16
  [7089/12000] B09 → 4  EV=3.30
  [7090/12000] B10 → 1  EV=3.64
  [7091/12000] B11 → 1  EV=2.38
  [7092/12000] B12 → 7  EV=4.34
  [7093/12000] B13 → 6  EV=5.36
  [7094/12000] B14 → 6  EV=4.09
  [7095/12000] B15 → 1  EV=3.24
  [7096/12000] B16 → 4  EV=3.66
  [7097/12000] B17 → 6  EV=4.17
  [7098/12000] B18 → 6  EV=3.76
  [7099/12000] B19 → 1  EV=3.39
  [7100/12000] B20 → 6  EV=3.98

  Checkpoint: 7100/12000 (1.0 prompts/sec)

  [7101/12000] B21 → 3  EV=3.38
  [7102/12000] B22 → 6  EV=5.28
  [7103/12000] B23 → 6  EV=4.82
  [7104/12000] B24 → 3  EV=3.79
  [7105/12000] B25 → 2  EV=3.18
  [7106/12000] B26 → 3  EV=3.04
  [7107/12000] B27 → 6  EV=3.75
  [7108/12000] B28 → 1  EV=3.18
  [7109/12000] B29 → 6  EV=4.18
  [7110/12000] B30 → 1  EV=3.47
  [7111/12000] B01 → 6  EV=5.33
  [7112/12000] B02 → 1  EV=3.25
  [7113/12000] B03 → 6  EV=4.26
  [7114/12000] B04 → 6  EV=4.35
  [7115/12000] B05 → 2  EV=3.15
  [7116/12000] B06 → 1  EV=1.68
  [7117/12000] B07 → 2  EV=3.03
  [7118/12000] B08 → 1  EV=3.57
  [7119/12000] B09 → 1  EV=3.19
  [7120/12000] B10 → 6  EV=3.83
  [7121/12000] B11 → 1  EV=1.79
  [7122/12000] B12 → 6  EV=5.08
  [7123/12000] B13 → 6  EV=5.36
  [7124/12000] B14 → 6  EV=4.92
  [7125/12000] B15 → 1  EV=3.05
  [7126/12000] B16 → 2  EV=3.21
  [7127/12000] B17 → 6  EV=3.86
  [7128/12000] B18 → 1  EV=3.32
  [7129/12000] B19 → 6  EV=3.67
  [7130/12000] B20 → 2  EV=3.32
  [7131/12000] B21 → 3  EV=3.58
  [7132/12000] B22 → 1  EV=3.69
  [7133/12000] B23 → 6  EV=4.31
  [7134/12000] B24 → 2  EV=3.05
  [7135/12000] B25 → 1  EV=2.52
  [7136/12000] B26 → 1  EV=2.67
  [7137/12000] B27 → 1  EV=2.75
  [7138/12000] B28 → 6  EV=4.05
  [7139/12000] B29 → 6  EV=5.09
  [7140/12000] B30 → 6  EV=4.56
  [7141/12000] B01 → 2  EV=3.18
  [7142/12000] B02 → 1  EV=2.40
  [7143/12000] B03 → 1  EV=1.88
  [7144/12000] B04 → 4  EV=3.20
  [7145/12000] B05 → 1  EV=2.55
  [7146/12000] B06 → 1  EV=2.57
  [7147/12000] B07 → 1  EV=2.79
  [7148/12000] B08 → 1  EV=2.70
  [7149/12000] B09 → 1  EV=3.49
  [7150/12000] B10 → 3  EV=3.33
  [7151/12000] B11 → 1  EV=3.58
  [7152/12000] B12 → 1  EV=2.97
  [7153/12000] B13 → 1  EV=2.96
  [7154/12000] B14 → 4  EV=4.50
  [7155/12000] B15 → 3  EV=3.60
  [7156/12000] B16 → 1  EV=3.26
  [7157/12000] B17 → 7  EV=4.31
  [7158/12000] B18 → 4  EV=3.82
  [7159/12000] B19 → 1  EV=2.49
  [7160/12000] B20 → 1  EV=3.75
  [7161/12000] B21 → 2  EV=2.92
  [7162/12000] B22 → 1  EV=2.56
  [7163/12000] B23 → 1  EV=2.24
  [7164/12000] B24 → 1  EV=2.48
  [7165/12000] B25 → 1  EV=3.16
  [7166/12000] B26 → 1  EV=3.37
  [7167/12000] B27 → 1  EV=3.66
  [7168/12000] B28 → 1  EV=3.03
  [7169/12000] B29 → 1  EV=3.54
  [7170/12000] B30 → 1  EV=2.65
  [7171/12000] B01 → 2  EV=2.96
  [7172/12000] B02 → 1  EV=2.94
  [7173/12000] B03 → 2  EV=2.97
  [7174/12000] B04 → 2  EV=2.67
  [7175/12000] B05 → 4  EV=4.08
  [7176/12000] B06 → 1  EV=2.60
  [7177/12000] B07 → 4  EV=3.35
  [7178/12000] B08 → 1  EV=2.75
  [7179/12000] B09 → 4  EV=4.06
  [7180/12000] B10 → 3  EV=3.31
  [7181/12000] B11 → 1  EV=3.17
  [7182/12000] B12 → 4  EV=3.48
  [7183/12000] B13 → 6  EV=4.40
  [7184/12000] B14 → 4  EV=3.47
  [7185/12000] B15 → 3  EV=3.69
  [7186/12000] B16 → 4  EV=3.33
  [7187/12000] B17 → 6  EV=4.63
  [7188/12000] B18 → 4  EV=3.69
  [7189/12000] B19 → 2  EV=2.93
  [7190/12000] B20 → 3  EV=3.04
  [7191/12000] B21 → 1  EV=2.78
  [7192/12000] B22 → 1  EV=2.50
  [7193/12000] B23 → 1  EV=2.45
  [7194/12000] B24 → 4  EV=4.10
  [7195/12000] B25 → 2  EV=3.75
  [7196/12000] B26 → 3  EV=3.87
  [7197/12000] B27 → 4  EV=3.99
  [7198/12000] B28 → 3  EV=3.42
  [7199/12000] B29 → 4  EV=3.53
  [7200/12000] B30 → 3  EV=3.09

  Checkpoint: 7200/12000 (1.1 prompts/sec)

  [7201/12000] B01 → 6  EV=4.70
  [7202/12000] B02 → 6  EV=5.37
  [7203/12000] B03 → 6  EV=4.97
  [7204/12000] B04 → 6  EV=5.00
  [7205/12000] B05 → 1  EV=2.70
  [7206/12000] B06 → 1  EV=2.43
  [7207/12000] B07 → 2  EV=3.35
  [7208/12000] B08 → 6  EV=4.33
  [7209/12000] B09 → 1  EV=3.36
  [7210/12000] B10 → 6  EV=4.32
  [7211/12000] B11 → 6  EV=4.24
  [7212/12000] B12 → 6  EV=5.80
  [7213/12000] B13 → 6  EV=5.79
  [7214/12000] B14 → 6  EV=4.61
  [7215/12000] B15 → 1  EV=3.69
  [7216/12000] B16 → 6  EV=4.05
  [7217/12000] B17 → 6  EV=4.37
  [7218/12000] B18 → 6  EV=4.39
  [7219/12000] B19 → 6  EV=4.12
  [7220/12000] B20 → 1  EV=2.40
  [7221/12000] B21 → 6  EV=4.27
  [7222/12000] B22 → 6  EV=5.59
  [7223/12000] B23 → 6  EV=4.74
  [7224/12000] B24 → 6  EV=3.90
  [7225/12000] B25 → 1  EV=3.19
  [7226/12000] B26 → 1  EV=2.96
  [7227/12000] B27 → 1  EV=2.63
  [7228/12000] B28 → 6  EV=4.18
  [7229/12000] B29 → 6  EV=5.40
  [7230/12000] B30 → 6  EV=4.21
  [7231/12000] B01 → 6  EV=5.78
  [7232/12000] B02 → 6  EV=5.25
  [7233/12000] B03 → 6  EV=3.75
  [7234/12000] B04 → 6  EV=4.86
  [7235/12000] B05 → 1  EV=1.85
  [7236/12000] B06 → 1  EV=1.57
  [7237/12000] B07 → 1  EV=2.03
  [7238/12000] B08 → 6  EV=4.58
  [7239/12000] B09 → 1  EV=2.87
  [7240/12000] B10 → 1  EV=3.09
  [7241/12000] B11 → 6  EV=3.57
  [7242/12000] B12 → 6  EV=5.46
  [7243/12000] B13 → 6  EV=4.96
  [7244/12000] B14 → 6  EV=4.41
  [7245/12000] B15 → 1  EV=2.96
  [7246/12000] B16 → 1  EV=3.07
  [7247/12000] B17 → 6  EV=4.59
  [7248/12000] B18 → 6  EV=3.68
  [7249/12000] B19 → 6  EV=3.74
  [7250/12000] B20 → 1  EV=1.57
  [7251/12000] B21 → 6  EV=4.05
  [7252/12000] B22 → 1  EV=2.82
  [7253/12000] B23 → 6  EV=3.95
  [7254/12000] B24 → 1  EV=2.75
  [7255/12000] B25 → 2  EV=2.96
  [7256/12000] B26 → 1  EV=2.86
  [7257/12000] B27 → 1  EV=2.32
  [7258/12000] B28 → 1  EV=2.64
  [7259/12000] B29 → 1  EV=2.31
  [7260/12000] B30 → 6  EV=4.80
  [7261/12000] B01 → 1  EV=3.41
  [7262/12000] B02 → 1  EV=1.91
  [7263/12000] B03 → 2  EV=2.56
  [7264/12000] B04 → 1  EV=2.36
  [7265/12000] B05 → 1  EV=2.23
  [7266/12000] B06 → 1  EV=2.08
  [7267/12000] B07 → 1  EV=2.72
  [7268/12000] B08 → 1  EV=3.34
  [7269/12000] B09 → 1  EV=2.90
  [7270/12000] B10 → 1  EV=3.10
  [7271/12000] B11 → 2  EV=3.91
  [7272/12000] B12 → 1  EV=2.90
  [7273/12000] B13 → 7  EV=4.20
  [7274/12000] B14 → 1  EV=2.88
  [7275/12000] B15 → 2  EV=3.31
  [7276/12000] B16 → 1  EV=2.60
  [7277/12000] B17 → 7  EV=4.80
  [7278/12000] B18 → 1  EV=2.27
  [7279/12000] B19 → 1  EV=2.31
  [7280/12000] B20 → 1  EV=2.33
  [7281/12000] B21 → 2  EV=2.61
  [7282/12000] B22 → 1  EV=3.00
  [7283/12000] B23 → 1  EV=3.29
  [7284/12000] B24 → 1  EV=2.48
  [7285/12000] B25 → 2  EV=3.54
  [7286/12000] B26 → 1  EV=2.88
  [7287/12000] B27 → 1  EV=3.28
  [7288/12000] B28 → 2  EV=2.69
  [7289/12000] B29 → 1  EV=3.49
  [7290/12000] B30 → 1  EV=2.32
  [7291/12000] B01 → 6  EV=5.77
  [7292/12000] B02 → 6  EV=4.00
  [7293/12000] B03 → 6  EV=3.73
  [7294/12000] B04 → 6  EV=5.29
  [7295/12000] B05 → 1  EV=2.87
  [7296/12000] B06 → 1  EV=1.84
  [7297/12000] B07 → 1  EV=3.38
  [7298/12000] B08 → 6  EV=4.24
  [7299/12000] B09 → 1  EV=3.30
  [7300/12000] B10 → 6  EV=6.01

  Checkpoint: 7300/12000 (1.1 prompts/sec)

  [7301/12000] B11 → 1  EV=1.70
  [7302/12000] B12 → 6  EV=4.06
  [7303/12000] B13 → 6  EV=5.64
  [7304/12000] B14 → 6  EV=5.15
  [7305/12000] B15 → 1  EV=2.89
  [7306/12000] B16 → 1  EV=3.13
  [7307/12000] B17 → 6  EV=4.21
  [7308/12000] B18 → 6  EV=4.07
  [7309/12000] B19 → 6  EV=4.52
  [7310/12000] B20 → 1  EV=2.32
  [7311/12000] B21 → 6  EV=4.19
  [7312/12000] B22 → 6  EV=5.58
  [7313/12000] B23 → 6  EV=5.36
  [7314/12000] B24 → 1  EV=3.45
  [7315/12000] B25 → 1  EV=3.25
  [7316/12000] B26 → 1  EV=3.21
  [7317/12000] B27 → 6  EV=3.75
  [7318/12000] B28 → 1  EV=3.18
  [7319/12000] B29 → 1  EV=3.60
  [7320/12000] B30 → 6  EV=5.13
  [7321/12000] B01 → 7  EV=4.13
  [7322/12000] B02 → 6  EV=3.96
  [7323/12000] B03 → 1  EV=2.46
  [7324/12000] B04 → 1  EV=2.20
  [7325/12000] B05 → 1  EV=2.05
  [7326/12000] B06 → 1  EV=1.97
  [7327/12000] B07 → 1  EV=2.92
  [7328/12000] B08 → 1  EV=2.63
  [7329/12000] B09 → 1  EV=2.88
  [7330/12000] B10 → 6  EV=5.22
  [7331/12000] B11 → 1  EV=3.73
  [7332/12000] B12 → 7  EV=4.20
  [7333/12000] B13 → 3  EV=2.72
  [7334/12000] B14 → 6  EV=4.40
  [7335/12000] B15 → 3  EV=3.22
  [7336/12000] B16 → 1  EV=2.21
  [7337/12000] B17 → 6  EV=4.37
  [7338/12000] B18 → 1  EV=2.32
  [7339/12000] B19 → 1  EV=3.10
  [7340/12000] B20 → 1  EV=2.53
  [7341/12000] B21 → 2  EV=3.13
  [7342/12000] B22 → 6  EV=3.57
  [7343/12000] B23 → 1  EV=3.07
  [7344/12000] B24 → 1  EV=3.13
  [7345/12000] B25 → 1  EV=2.11
